,params,mean_test_accuracy,std_test_accuracy,model_name
301,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
303,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
310,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
311,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
312,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
313,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
320,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
321,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
322,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
323,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
330,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
331,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
333,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
340,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
341,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
342,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
343,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
350,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
351,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
352,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
353,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
354,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
360,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
361,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
363,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
370,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
371,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
372,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
373,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
380,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
381,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
382,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
383,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
384,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.0717635,N-gramas + SVC
390,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
391,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
393,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
400,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
401,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
402,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
403,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
410,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
411,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
412,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
413,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
414,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
421,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
423,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
431,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
433,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
441,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
443,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
445,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
450,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
451,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
453,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
460,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
461,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
462,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
463,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
470,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
471,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
472,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
473,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
474,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
4,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.64,0.051478151,TF-IDF + RF
